{upset, turnover, 推翻}
{pathological, pathology, 病理学, 病理}
{暴露, expose}
{gothic, medieval}
{profession, 自称}
{阐述, exposition}
{同盟国, 盟国}
{存储, storage}
{极速, 超高速, 超速}
{profession, 职业, 行业}
{subordinate, 下属, subsidiary}
{给予, render}
{girth, cinch}
{profession, professions, 专业}
{city, radio}
{手套, mitten}
{55, lv}
{痤疮, 粉刺}
{痤疮, acne, 粉刺}
{swing, 秋千}
{stopwatches, stopwatch}
{杰克逊, jackson}
{soil, sugar}
{lint, 棉绒}
{elevation, 顶点, top, meridian, pinnacle, acme, peak, summit, culmination, height}
{暴露, exposure}
{顶点, top, acme, peak, summit, apex}
{行星, planet}
{下标, index}
{矢量, 向量, vector}
{fifty-six, 56}
{trace, 痕迹}
{environment, 环境, surroundings}
{摩卡, mocha}
{instrument, pawn}
{来临, 到来}
{48, forty-eight}
{series, 系}
{51, li}
{定居, 殖民, settle}
{mixture, 混合, mix}
{ct, cat}
{settle, 停止}
{cross, 杂交}
{inquire, wonder}
{settle, 沉淀}
{rochester, 罗切斯特}
{d, 500}
{recyclable, reusable}
{blue, aristocratic, gentle}
{织锦, 锦缎, brocade}
{冲, burst}
{印第安, 印第安人, indian}
{formally, officially}
{low, bottom}
{脚踏板, footboard}
{explode, burst}
{奖金, 利润, win}
{跑道, runway}
{穿过, tunnel}
{dawn, grand}
{catwalk, ramp, runway}
{cover, 覆盖, refinement}
{24, 3, 4, 5, 31}
{burn, cut}
{exposure, vulnerability}
{足, 足部}
{burn, sunburn}
{hypnosis, 催眠}
{rupture, fracture}
{rage, zephyr}
{控制, control}
{油脂, fat, lipid}
{裁判, official, referee, umpire}
{西南, southwestern}
{微商, f, derivative, differential}
{xx, score, 二十, 20, twenty}
{leigh, 利}
{碧玉, jasper}
{southwest, northwest, northeastern, southeastern}
{wagon, 货车, wagons}
{stoves, 烘箱, stove}
{polar, arctic, icy}
{46, forty-six}
{southwest, northwest, northeastern, southeastern}
{4, 四, iv}
{bubble, box}
{third, tertiary}
{eager, passionate, fiery, 踊跃}
{林肯, lincoln}
{rough, roughly}
{southwest, east, 八方, 方向, south, north, 方位, west, southeast}
{bora, jetta, sagitar, 速腾}
{ii, ⅱ, ②, 2, brace, 二, two}
{caterpillar, cat, 卡特彼勒}
{motorist, 驾驶者}
{生命, 健康, skin}
{feline, cat, 猫, kitty}
{痛苦, cross, 折磨}
{function, serve}
{eyelashes, lash, eyelash, 睫毛}
{行李箱, boot, trunk}
{高光, bloom, glow}
{hybrid, cross}
{xl, 四十, 40, forty}
{limited, 有限, express}
{雇用, engage}
{十字架, cross}
{十字架, cross}
{pellet, 小球}
{pursue, 实行, engage}
{pellet, shot}
{汽车, 机动车}
{sensitivity, 灵敏度}
{impose, 强制, enforce}
{nehru, jawaharlal}
{skimmer, skim}
{独立, liberty, autonomous}
{rough, roughly}
{heat, thermal}
{曝光, exposure}
{visibility, profile}
{持续, last, 持久, endure, 延续, 连续}
{相片, photograph, exposure, photographs, photo, pic, photos, 照片, picture}
{novel, novels}
{energize, excite}
{shore, land}
{engage, 发动, wage}
{output, 输出, i/o}
{腰, 腰围, 腰部, waist}
{footwear, 鞋袜, 鞋}
{纽约市, 纽约, nyc, ny}
{bury, 隐藏}
{提议, 提案, suggestion, proposition, 建议}
{折叠, lap}
{lick, lap}
{bury, 埋葬}
{技能, 手法, 技艺, technique, 技巧, proficiency}
{导演, director}
{bury, inter, 埋葬}
{oil, 植物油}
{lick, lap}
{侧面, profile}
{footboards, footboard}
{rent, 租金}
{trainers, 运动鞋, 球鞋, trainer, 跑鞋}
{46, forty-six}
{lip, lips, 嘴唇}
{bells, villager, pascal, rover, bell}
{启示, reveal, revelation}
{猎豹, cheetah}
{bite, allotment}
{bust, burst}
{footnote, 脚注}
{撕裂, split, 分裂, rip, rent}
{burst, collapse}
{步行者, pedestrian, walker, 行人}
{split, tear, rip, rent}
{expression, formulation}
{农作物, 作物, crop}
{session, 会话}
{stimulus, sensitivity, 刺激}
{expression, formula}
{minecraft, steve}
{设置, set}
{mental, physical, vital}
{修理, tinker, 修补}
{日间, 日, daily, days, 天, day}
{paddleboarding, paddleboard}
{cover, mate, service, serve}
{salem, frost}
{收割, 产量, harvest, 收获, crop}
{24, 二十四, twenty-four}
{superior, 上级, 高}
{divination, 占卜}
{0, 零点, null, 零}
{robot, 机器人, android, robotics, robots, robotic}
{唇膏, 口红, lipstick}
{megapixel, 像素, pixel}
{manifest, 清单}
{divination, 算命}
{催眠, 安眠药}
{engrave, etch}
{hard, heavy}
{二十一, 21}
{有利于, 导致, serve, 有益}
{滑冰, skiing, 滑雪, skier}
{降落, land}
{jazz, 爵士, 爵士乐}
{胶原, collagen}
{engrave, etch}
{有利于, serve}
{ken, sight}
{manifestation, expression, reflection}
{horn, 喇叭}
{forwards, forward}
{inscribe, grave, engrave, scratch}
{touch, tint}
{kowloon, 九龙}
{onward, forward}
{供应, service, 服务, serve}
{协助, engage, 赞助}
{broadway, 百老汇}
{谚语, expression, maxim, proverb, 话}
{operate, engage, lock, mesh}
{服务, serve}
{pilot, justice}
{alive, brave, echo}
{启发, inspiration}
{period, mc, menstruation, 月经, flow, 经期}
{staple, 主粮, 主食}
{insight, brainstorm, 灵感}
{涉禽, waders}
{涉水, 涉禽, wader}
{compressors, 压缩机, pressurize, 空压机}
{wafer, 威化}
{burr, bur}
{标记, tag, label, mark}
{pilot, invasion}
{雾, mist}
{催化, 催化剂, catalyst, catalytic, promoter, 触媒}
{标签, label}
{地方, 地点, spot, location, 位置, place, situation}
{charge, saddle, burden}
{weight, burden}
{jo, cho}
{泵, pumps, 水泵, pump}
{海星, starfish}
{尝试, experiment, 实验, 试验}
{两, liang}
{skeleton, 最少}
{侵略, 攻击}
{rum, rummy}
{enormous, tremendous}
{侵略, aggressive}
{聚合, collector}
{规则, rulers, 直尺, rule, ruler, 尺子, 标尺}
{飞碟, skeet}
{太妃糖, chews}
{集合, assembly, aggregation, collection, 组装}
{institutions, institution, institutional, 建制, 制度}
{ticket, tag}
{规则, rule}
{结束, 结尾, 终止, end, terminate, 停止}
{institution, 机关, 机构}
{聚集, aggregate}
{学院, institute}
{poppy, twelve, abacus}
{neon, ne}
{结束, 终止, end, terminate, close}
{秤, balance, scale}
{troll, trolling}
{侵犯, invade, 侵入}
{法规, 法治}
{md, mv}
{troll, trolling}
{yun, yang}
{plant, 托儿}
{豆类, bean}
{留声机, 唱机, 电唱机}
{圆, 圆形, 圈, 椭圆形, circle}
{大型机, mainframe}
{侵犯, trench}
{maine, 缅因州, me}
{belle, olaf, spike, andy}
{端午, tango}
{蚕豆, 豆, beans, bean}
{loose, free}
{encourage, 鼓舞, 提倡, 鼓励}
{trombone, 长号}
{braise, 炖, 烧}
{攻击, exploit}
{教师, teacher, instructor, 教练, teachers, instruction, 导师, 老师, teaching, educator}
{painter, panther, cougar, puma}
{披萨, pizza, 比萨}
{教育学, 教学, 教授, 教育, instruction, pedagogy, teaching}
{prospect, nominate, candidate, 申请人, applicant}
{内地, 大陆, mainland}
{菁英, 精英}
{burn, 使用}
{米尔顿, milton}
{total, entire, full}
{burn, 烧}
{精通, 熟悉, 熟练}
{相识, companion, 社交, relationship, interpersonal, relation}
{intact, integral, entire}
{缺少, 缺乏, lack, miss}
{nib, bill}
{catalog, 目录, catalogue}
{解释, explanation}
{burn, 发热, 烧}
{catalog, 目录, catalogue}
{burn, 燃烧}
{burn, 燃烧}
{mo, 密苏里州}
{保姆, nana, nurse, nanny}
{兰花, orchid}
{纸浆, pulp}
{saturation, saturate}
{滑冰, skating}
{xerox, 施乐, 复印机}
{features, feature}
{big, karl, molly, mg}
{教育学, pedagogy, 教学法}
{burn, 发光, 发热, glow}
{滑板, skateboarding}
{burn, 烧, fire}
{expertly, expert, ace, 专家, experts, professional}
{invisible, rpm}
{路易斯维尔, louisville}
{skates, skate}
{滑板, skateboard, skateboards, griptape}
{遗址, ruin}
{xerox, 复印件}
{superficial, blackout, independent, unleashed, fanatic, fashion, higher}
{navigator, satellite, drive}
{肿瘤, tumor}
{waffle, 华夫, 华夫饼}
{termination, 终止, expiration}
{wafer, host}
{premium, 贴现}
{董事长, president}
{敏捷, agility, 轻巧}
{rugby, 橄榄球}
{乐器, instrument}
{tie, 打结}
{patient, instrument}
{新, newly, new, freshly, fresh}
{citrine, citron}
{hyperglycemia, 高血糖}
{static, noise, 气氛}
{持续, 耐磨, wear, endure, 运行}
{公文, instrument}
{descent, 降落}
{拓扑, topology}
{工具, instrument, tool}
{descent, origin, 出身, extraction, 血统}
{持续, 忍受, survive, last, go, endure, live}
{仪表, 仪器, instrument}
{switching, 切换, 转换, 交换, shift, switch}
{atomic, 原子, atom}
{awkward, cumbersome}
{忍受, suffer, 遭受, endure}
{fatigue, 疲劳}
{雏菊, daisy}
{shift, 转移}
{acoustics, 音响, acoustical, 声学}
{微粒, particle, molecule, atom, 微量}
{strive, 力争, 尽力, endeavor, 试图, 力图, endeavour, 努力, 力求}
{sound, 高音, 声音, noise, 声波, 音频, db, 低音, frequency}
{米勒, miller}
{labor, labour}
{shortcut, cutoff}
{expose, endanger}
{危及, threaten, 危害, 威胁, endanger}
{密码, 密钥, key}
{stumble, trip, 行程}
{access, han, shutdown}
{intact, entire}
{beam, ray}
{back, 白}
{copyright, 著作权, 版权}
{射线, beam, 光芒, ray, 光束, 光线, irradiation, shaft}
{华侨, 海外, 华裔}
{stronghold, revolution}
{shame, 遗憾, 可惜}
{欺骗, 欺诈, con, scam, rook}
{peep, 窥视, peek}
{official, referee, umpire}
{compact, bundle, pack}
{剥皮, skin, peel, 削皮, 果皮}
{peeler, peelers}
{avatar, tiger}
{mitigation, 减轻, moderation, 缓解}
{精选, pick}
{tails, tail}
{glass, leap}
{海鸥, gull}
{fatigue, 疲劳}
{running, 跑步, 奔跑, runner, runners, jogger}
{edward, 太子}
{配器, instrumentation}
{threaten, 威胁}
{欺骗, sham, fraud, 骗子}
{separate, reprint}
{乳牛, 奶牛}
{incubator, incubators}
{利用, 牺牲}
{wide, broad, 广阔, 宽广}
{连续性, continuous, continuity, 连续}
{勘探, exploration, 探测, 探险, 勘察}
{button, 按钮}
{观音, guanyin}
{仪表, 仪器, instrumentation}
{检验, test, 试验, 测试, trial}
{three-layer, tier}
{hyperlipidemia, 血脂}
{knit, 编织}
{dragon, dragons}
{exterior, 外部}
{复制品, 副本, 拷贝, copy}
{链接, link, href}
{the, dressing, superhero}
{§, section}
{昆仑, kunlun}
{dairy, 乳制品}
{演奏家, 音乐家, musician, player}
{quan, 全, chuan}
{skewers, skewer}
{dalian, 大连}
{ski, 滑雪板, 滑雪, 雪板, skis, 雪橇}
{器乐, instrumental}
{treat, goody, dainty, 纤巧, delicacy}
{talk, speak}
{侦察, scouting, 童子军, section}
{descendant, 后代}
{精致, delicacy, fineness}
{弥勒佛, maitreya}
{豆类, 豆, 豆子}
{explorer, ie}
{atmosphere, atm}
{spiderman, spider-man}
{影印, xerox, 复印, photocopy}
{珠, 念珠, beads}
{sparkle, 闪耀, spark}
{photograph, 照相}
{illumination, treasures}
{knead, work}
{atmosphere, 大气}
{摄影, photograph, 拍照, shoot, 拍摄, snap}
{喜悦, 胜利, triumph, 成功, victor, victory, prevail}
{knead, massage}
{atmosphere, atmospheric, 空气, 大气}
{m16, m8}
{nail, bill}
{crossbow, crossbows}
{天气, weather}
{transcript, copy}
{撒尿, pee, urine, 尿液, water}
{jun, jon}
{knife, stab}
{fee, tip}
{撒尿, pee}
{be, です, is}
{bunker, 入库}
{修脚, pedicure}
{bunt, butt}
{0.9, .}
{约翰, john}
{amphibian, cocoon}
{miter, mitre}
{pedometer, pedometers, 计步器}
{miter, 斜面, mitre}
{tangle, knot}
{stool, 凳, 凳子, 板凳}
{机甲, walker, mech}
{daily, 日常}
{total, sum, 总, aggregate}
{教育家, educator}
{insulin, 胰岛素, ins}
{stoneware, 石器}
{刺激性, irritate, 加重, 恶化, irritation}
{dd, d}
{explosive, 爆炸物}
{elevation, 增大, 强化}
{stretch, pea}
{head, tack, sheet, shroud, foot}
{study, 写生, sketch}
{专攻, specialise, specialize}
{倒塌, throw, 投掷}
{罐, jars, jar, 罐子}
{截面, rate}
{high, top}
{inside, out}
{shock, 颠簸, jar}
{wushu, 功夫}
{nexus, 连结, link, 联合, 联结}
{broad, full}
{radish, 萝卜}
{slang, cant}
{mainstream, 主流, norm}
{wide, spacious, broad}
{tie, 连结, link, tie-in, 联合, 搭配}
{4, 四}
{fully, full}
{dan, 跆拳道, punch, taekwondo}
{pillar, mainstay}
{broad, liberal}
{throw, thrust}
{period, menstruation, 痛经}
{pink, knock, ping}
{发声, speak}
{rap, pink, tap, knock}
{pick, pluck}
{摄影, cine, 拍摄}
{橡子, acorn}
{reduction, discourse}
{tweak, pluck}
{谈话, 说, 说话, 讲话, talk, speak}
{shave, 削减}
{截面, cross-section, section}
{derby, arena, champion}
{miter, mitre}
{vibrate, thrill}
{连锁, 关联, linkage, 联结}
{moisturizer, moisturizers, emollient}
{green, jet, k}
{louisiana, swamp}
{sandisk, 闪迪}
{bother, trouble, inconvenience}
{representative, 代表}
{pin, trap}
{充满, teem}
{语气, 指示}
{fork, 分支, 分叉}
{trading, 贸易}
{wash, moisten}
{traditional, traditionally, 传统, tradition}
{node, cane}
{trip, spark, activate, actuate, trigger}
{template, 模板}
{压制, 抑制}
{zo, so}
{television, 电视}
{激活, activate}
{现实, reality}
{harajuku, 原宿}
{减少, 抑制, mute, dull, damp}
{lithium, 锂, li}
{warrior, 勇士}
{手杖, 拐杖, cane}
{zinc, 锌合金}
{activate, aerate}
{交通, priority, traffic}
{cord, 电线}
{cram, drum, bone}
{branchline, 支线, spur}
{交易, traffic}
{bricks, heavy}
{cord, 灯芯绒, corduroy}
{药膏, 外用}
{g, he, ge, gamma}
{左右, work, 影响, influence}
{laryngoscopes, laryngoscopy, 喉镜}
{sensation, tommy, christmas, welcome}
{se, selenium}
{cord, 线}
{诉讼, sue, process, action}
{预定, book, reserve, 预订, hold}
{鸟巢, nest}
{疑问, question, 问题, doubt, uncertainty, 怀疑}
{book, register}
{跳舞, dance}
{镊子, forceps, 钳子}
{define, definition, 释义}
{efficiency, 效率}
{series, season}
{question, doubt, uncertainty, 怀疑}
{预定, book, 登记}
{胡子, beard, whisker, 胡须, mustache}
{失真, distort, distortion}
{move, propel, motivate, actuate, prompt}
{前景, foreground}
{拆除, demolition, demolish}
{热身, warm-up}
{motor, centrifugal}
{功效, efficacy}
{加倍, 倍增}
{eu, 欧盟, 欧洲, europe, ec}
{蜕变, 分裂}
{堡垒, 遮蔽}
{effects, 效果}
{firm, partnership, 公司, enterprise, corporation, company, stand, venture, concern}
{kernel, meat}
{a1, a2, a3, a5, a6, a7, a8, aggregate}
{damage, wrong}
{britain, british}
{储蓄, savings}
{reference, 引用, 参考}
{obligation, 承诺, 责任, promise, 合同}
{整形, 塑造, 成形}
{立场, viewpoint, 见解, 看法, 观点, stand}
{spaghetti, 意大利面}
{secretary, repository}
{layout, sequence, 配置, 次序, 序列, 布局}
{hindu, hindus}
{流通, circulation, 循环, 流动}
{复位, storage, 仓储, 储藏}
{console, 托架, truss}
{winter, summer}
{抽水, pump}
{candy, 糖果, confectionery, 甜食, confectionary}
{价钱, damage, cost, terms, price, 价格, prices, 零售价, retail}
{vermont, vt}
{树枝, 分支, branch, 支}
{隐患, 圈套, 陷阱, catch}
{cord, 绳子, 绳, 线}
{damage, harm, 伤害, 损害, 危害, 损伤, hurt}
{分支, 分叉, branch, leg}
{damage, harm, impairment, 损害, 损坏}
{za, sa}
{add, supply}
{给予, add, 增添, impart, contribute, bring, lend}
{pellet, 铁矿}
{ad, 公元}
{36, 三十六}
{tragedy, tragic, 悲剧}
{dangle, drop, swing, 摇摆}
{boom, din}
{calcium, ca}
{boom, thunder}
{stand, forever}
{跳舞, dance}
{调整, arrange, accommodate, adjust, conform, 适合, adapt, suit}
{ti, titanium}
{chromium, cr}
{舞蹈, 跳舞, dance}
{加, add, 合一, 连结, unite, 增添, 团结, 联合, join, associate, combine}
{乐天, lotte, angler}
{v, vanadium}
{mn, manganese}
{加, add, total, 合计, tot, 总数, 总计, sum}
{加, add, 增添}
{中年, middle-aged}
{iron, fe, ferrous}
{deficiency, shortage, lack}
{effectiveness, strength}
{effectiveness, effective, 有效性}
{cobalt, co}
{cangzhou, 沧州}
{supplement, affix, 附加}
{reboot, 启动, start, launch, boot}
{nickel, ni}
{offset, branch}
{deficiency, 缺乏}
{思科, cisco}
{乌鲁木齐, 乌市}
{cu, copper}
{机车, 火车}
{middle, 中期}
{ramps, ramp}
{au, aw, ou, ao}
{flourish, expand, boom, thrive, do, 兴旺, 繁荣}
{middle, 腹部}
{origin, insertion}
{se, ze}
{pledge, word}
{middle, 中期, 中}
{无产阶级, worker}
{加, add}
{影响, 效果}
{提高, boost, hike}
{的, protagonist, hero, 主角}
{response, reply}
{特征, point}
{puma, 彪马}
{恶心, nausea}
{impression, 印象}
{proliferation, 扩散}
{spot, point}
{deficiency, 缺乏, lack}
{report, reputation}
{point, points}
{defibrillator, 除颤器}
{前言, 序言, 序幕}
{涉水, ford}
{点, point}
{circulation, 发行量}
{reports, study, report, 报告, 报表}
{高度, dimension, height}
{sin, shin}
{lasers, 激光器, laser, 激光, 镭射, 雷射}
{道, dao, circuit, do}
{密钥, 钥匙, key}
{caramel, candy, 糖果, 焦糖}
{swab, dab}
{cc, cd, c}
{circuit, circumference}
{pat, dab, 拍}
{9, ix}
{灾难, disaster}
{campsite, camp}
{音调, 调, key}
{circuit, tour}
{circuit, 电路}
{motorcycle, motorbike, cycle}
{pull, 拉}
{sexuality, 性, 快感}
{pull, 行驶}
{循环, 周期, cycle}
{lensmeter, lensometer}
{seller, trade, purchaser, sell, buy, purchase, 贸易, selling, commerce, sellers, buyer}
{字段, fields}
{循环, cycle}
{dot, 点, ˙}
{skid, shoe}
{折价, trade-in}
{thong, lash}
{刹车, brakes, 制动器}
{lash, whip}
{oxidation, fermentation}
{reduce, concentrate}
{电话, telephone}
{reduce, concentrate}
{hybrid, scores, symphony}
{爆发, outbreak}
{定音鼓, timpani, 鼓, kettle}
{熨衣板, 烫衣板}
{magnesium, mg}
{freak, scorpion}
{网店, webstore}
{silicon, si}
{gaelic, celtic}
{submission, respect}
{bingo, lotto, beano}
{p, phosphorus}
{williams, 威廉姆斯}
{thrift, 节俭}
{s, sulfur}
{gorge, bolt}
{网络, web, network}
{cl, chlorine}
{超人, superman}
{red, s, void, nana, ride}
{agitation, 喧嚣, excitement}
{potassium, k}
{helium, he}
{agitation, 不安, 激动}
{ring, 环}
{马克, mark}
{agitation, fermentation, ferment}
{synthetic, celluloid}
{熊, bear, bears}
{recess, 推迟}
{americana, 美洲}
{haven, 江南}
{poison, 毒物, poisonous, 中毒}
{hindu, hindus}
{qiu, yau}
{standing, 直立}
{aids, 艾滋病}
{standing, 身份, 地位}
{shadow, jb}
{actual, metropolis, lifelike}
{同意, 赞同}
{awesome, amazing, fab, marvelous, fantastic, wonderful, fabulous}
{wastebaskets, 垃圾箱, 垃圾桶}
{circuit, 电路, circuitry}
{伍德, wood}
{friend, 朋友}
{威士, visa}
{candlestick, candleholder, 烛台}
{序列, serial, series, 连载}
{制动器, drum}
{弹弓, slingshot, catapult, sling, slingshots}
{rope, circle}
{密钥, key}
{catapult, launcher}
{序列, serial, series}
{rotary, circle}
{pull, rip}
{西班牙语, spanish, español}
{taper, 蜡, candle, 蜡烛, candles}
{公爵, duke}
{circuit, lap, circle}
{钥匙链, keychain, 钥匙圈}
{png, fang}
{臀部, hip}
{蜜饯, 果脯}
{sergers, serger, overlock}
{pinch, 少量, hint, touch, 少许, mite}
{dormant, sleeping}
{play, 玩, 游戏, toy}
{trace, suggestion, hint, 微量}
{跳舞毯, 跳舞机}
{brake, 刹车, 制动, 制动器}
{涉猎, dabble}
{中西部, midwest}
{paint, key}
{辐射, irradiation}
{trademark, 商标, trademarks}
{玩水, 涉水, 戏水, paddle, dabble}
{词语, 语词, vocabulary, 词典, 词汇, lexicon}
{transformers, hammer, surge, grit, retro, blackjack, hubs, pipeline, phaser, oiler, overflow, excavator, hydraulic, slide, tote}
{fail, bomb}
{winder, key}
{pull, 划船}
{prayer, dawn, spinner}
{鹦鹉, parrot}
{brandon, foster, ionic, inland}
{spandex, lycra}
{ee, ac/dc, 电工}
{standby, 替补}
{fillet, net}
{evolution, 演化}
{sanctuary, passion}
{r, mouth}
{标准化, standardization}
{豆腐, tofu}
{middle, center, halfway}
{沙包, 豆袋, beanbag}
{pull, 拖, 拉}
{coral, 珊瑚}
{dual, double, treble}
{hinge, 要点, 中枢}
{boston, 波士顿}
{fortune, physiognomy}
{豆, beanie, 豆豆娃, beany}
{dale, 戴尔}
{第十五, fifteenth}
{球网, net}
{向导, assistant, wizard}
{round, 圆, 圆圈, circle}
{coral, 珊瑚}
{共享, share, 分享}
{lay, secular}
{majestic, preeminent, grand, great, greater, greatest}
{kernel, 核心, 内核}
{wan, sick, pale}
{historic, historical}
{引诱, 诱惑, tempt, lure}
{weapon, weapons}
{重复, repetition}
{prove, rise, 发酵}
{dual, double}
{historic, historical}
{current, stream, flow}
{共享, share, 分享}
{current, stream}
{entertain, harbour, nurse, harbor, hold}
{重复, 重播, 重演, repeat, repetition}
{建筑物, architecture}
{invest, vest, 授予}
{电流, current}
{dot, stuart, tank}
{marijuana, 大麻, mango}
{液, 液态, liquid, 液体}
{architects, architect, 建造, 建筑学, 建筑, architectural, architecture}
{关系, terms}
{entertain, 招待}
{liquid, 液体}
{满意, satisfactory}
{bud, joint, pot, grass, greens, weed, marijuana, chronic, herb, 大麻, dope}
{nivea, 妮维雅}
{手提箱, locker}
{short, shortly}
{象征, 体现, embody, 化身}
{silky, sleek, slick}
{regional, colonial}
{introduce, insert, enter}
{黄铜, brass}
{constant, perpetual}
{highlight, 突出}
{footprint, step}
{large, 大}
{hemp, marijuana}
{田径, athletics}
{highlighter, 荧光笔}
{存档, 档案馆, 档案, archive, archival}
{围, 包围}
{some, 左右, roughly, about}
{greek, 希腊}
{阻碍, 阻塞}
{meet, join}
{conservative, cautious}
{大片, blockbuster}
{空间, space}
{克莱, clay}
{trackball, trackballs, 轨迹球}
{blocker, 阻滞剂}
{撒尿, pee, urine}
{tracker, 跟踪, tracking}
{铜管, brass}
{alongside, aboard}
{surface, surfaces, 表面, 曲面}
{九月, sept, september, sep}
{diesel, 柴油}
{跟踪, tracking}
{plaque, brass}
{豆奶, 豆浆, soymilk}
{高原, highland, 高地}
{taobao, 淘宝, 淘宝网}
{alloy, alloys, 合金, metal, metals}
{soybean, 大豆, soy}
{dowry, portion, 嫁妆}
{inclusion, pipe, buckle}
{等级, 程度, degree}
{雨衣, raincoat}
{豆油, 酱油, soy}
{保卫, protect, 保护}
{soybean, 黄豆, 大豆, soy}
{margin, allowance, tolerance}
{米饭, rice}
{seventy, 七十}
{程度, stage, level, 级, degree, 阶段, point}
{散打, sanda}
{diesel, 柴油}
{agriculture, 农业部, usda}
{津贴, allowance}
{agriculture, 农业, agricultural, 畜牧业, farmer, cultivate, husbandry}
{infusion, infuse}
{chef, 厨师}
{种植者, cultivator, grower}
{sentiment, 情绪, 感情}
{dig, delve, 挖掘}
{金钱, currency, 货币}
{prove, 证明}
{粉碎, shatter}
{greek, 希腊}
{jeep, 吉普车, 路虎, 吉普}
{program, programme}
{robin, batman}
{之上, above}
{°, 等级, 度数, 水平, 程度, 层次, level, grade, degree}
{中断, 停止, 关掉}
{program, programme}
{煮沸, boil}
{潮男, 型男}
{碳, c, carbon}
{出版, publish, 写, write}
{swallow, drink}
{program, programme}
{robin, batman}
{legacy, depths, reunion, smile}
{剃, shave}
{panorama, relief}
{接口, 端口, 端子}
{trim, shave}
{declare, declaration}
{加薪, raise, hike, rise}
{m1, m2}
{林地, woodland}
{lozenges, diamond, lozenge}
{block, closure}
{踏板, 脚凳, ottoman}
{leave, 信托, 交付, entrust}
{煮沸, cook, 沸腾, boil}
{罐, canister, tin}
{pace, step, stride}
{repair, 状态}
{食盐, salt}
{short, dead, suddenly}
{wan, pale}
{fever, fragile}
{远足, 徒步, hiking, hike, hiker}
{wolf, beast, brute, savage}
{脉动, heartbeat, 脉搏, beat, pulse, 心跳}
{块, block}
{建筑师, architects, architect, 设计师, designer}
{beat, 节拍, 旋律, rhythm, rhythmic, 节奏}
{entitle, title}
{揭阳市, jieyang}
{滑轮, 块, block, pulley}
{cloud, calm, task, gale, sarah, robes, sebastian, rebecca, norman}
{常识, sense}
{draught, draft, traction}
{round, beat}
{鞋类, footwear, 鞋袜, 鞋子}
{recreational, amateur}
{celestial, heavenly}
{表征, characterization}
{plans, plan}
{盗窃, steal, 赃物, 防盗, theft}
{converse, 匡威}
{巴西, brazil, brazilian}
{液化, liquefy}
{tractors, tractor, 拖拉机}
{celestial, heavenly}
{sow, 播种, pig}
{坠落, beat}
{分, 发送}
{闻名, famous, 著名, 有名, 出名, notable}
{most, virtually, about}
{苏联, soviet}
{高速公路, hiway, 大道, 公路, highway}
{mary, 玛丽}
{埃特尔, ertl}
{sentence, 句子, 语句}
{somatosensory, 体感, tactile, 触感}
{latino, rouge, rush}
{dovetail, 燕尾}
{80, 八十}
{装备, provide, 准备}
{肯尼亚, kenya}
{extinction, 灭绝}
{典故, allusion}
{oiler, tanker}
{provoke, 刺激, stimulate}
{radar, 雷达}
{8, 八}
{refinement, join}
{支付, payment, 付款}
{供应, provision}
{ken, leo, n}
{油污, 漏油}
{kingdoms, broadway}
{cosmic, x}
{belgian, belgium}
{wildfire, sing}
{护肤品, skincare}
{诱惑, allure}
{mat, mother, 母亲}
{靖江, jingjiang}
{微波, microwave}
{微波炉, microwave}
{replication, reproduction}
{perfectly, absolutely, dead}
{hill, 山丘}
{复制品, replication, replica, 副本, reproduction}
{hill, mound}
{hungry, hunger}
{登机, board}
{score, 得分, 点, point}
{青色, green, 绿色, rgb}
{hungry, 饱满, hunger}
{住宿, room, board}
{点, point}
{smudge, blur, smear}
{shadow, shade, 遮蔽}
{inscribe, enrol, recruit, 注册, 登记, enter, enroll}
{街区, 块, block}
{dim, blur}
{holographic, autograph}
{点, point}
{小狗, 狗, dogs, dog}
{crimson, flush, blush}
{strain, deformation}
{同步, synchronization, sync}
{灰太狼, wolf}
{deformation, distortion}
{visible, visibility}
{shack, trail}
{tin, sn}
{carriage, posture, bearing, 姿态}
{wicker, caning}
{氙气, xenon, ze, ve}
{布洛赫, bloch}
{confuse, obscure, blur}
{mode, turn}
{块, block}
{ab, ka, ba}
{袭击, raid}
{烙铁, iron}
{bearing, 轴承}
{hill, mound}
{膨胀, bloat}
{命理, 算命}
{.net, net}
{方块, block, cube, 立方体}
{seed, seeds, eden, garden}
{entrepreneur, 企业家}
{block, 大楼}
{sixty, 60, lx, 六十}
{impact, ballistic}
{immersion, 熄灭}
{sooner, 早晚}
{分配器, distributor}
{突出, projection}
{statesman, 政治家}
{television, hero}
{白兰地, brandy}
{spaceship, spacecraft, starship, 飞船}
{dart, rose, lloyd}
{h2, wick}
{hey, if}
{bernard, rose}
{下沉, 下降, settle, 沉淀}
{allocation, allotment, 分配}
{广场, 集市}
{投射, projection}
{定居, settle}
{宇航, 航天}
{internal, national, interior, home}
{allocation, allotment, 份额, 分配}
{cross, 十字}
{降低, cut, 缩短, 削减}
{screen, 银幕, 屏幕, gain}
{elf, elves}
{cut, prune}
{successor, replacement}
{6, 六}
{tract, pathway}
{well-being, 康乐, 福利, 幸福, welfare}
{替代品, replacement, substitute}
{torture, 痛苦, 苦恼}
{诱捕, 陷害, frame}
{点, point}
{cut, ignore}
{projectors, projector}
{隔板, 隔膜}
{点, point}
{sew, tailor}
{gong, duke}
{projection, 放映}
